Type, Txhash,BlockTime Unix,Date, Fee (SOL),  TokenAccount, ChangeType, SPL BalanceChange, Pre Balancer,PostBalancer,TokenAddress,TokenName(off-chain), Symbol(off-chain),SolTransfer Source,SolTransfer Destination,Amount (SOL)
TokenChange,zwy5CouixkD45AadST9WVXfe2MxNcasn81zyNNwvrDSKKgbNCMzyGfs5k3nenVRQpBdsg8HDiRA6H7NXnMxAWsB,1717827927,2024-06-08T06:25:27,0.000031938,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,inc,70964.94465,0,70964.94465,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,4Z9mMbwwePbnTVsHdvG1XBHG4KoEgRgaEZcb5YgqdJzXtA2UQqRwe6pGi41VfGWwX147PgbvfTy1Emh77qLBGt5c,1717827763,2024-06-08T06:22:43,0.000018054,95EXFovibtjcRx27mYXU2W6Y3JDmb3XYzxvDH6T2bL6e,dec,-162504.9119,162504.9119,0,3DFU4Z2N2Uyh5KxU9xgKM2u5LsPYU7m2DVKDoPYuFvEL,Iggy Azalea's Dog,,,,
TokenChange,3k2XQZ5ey9HsBtpAzHbGvpZFJYxM4JQXspBk26ju9cZdRJwN5Uva12nwFjiWGZBnEegb4kpxE3cpaxuppCLNu65,1717823454,2024-06-08T05:10:54,0.000018342,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,123235.3137,56220.29343,179455.6071,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,4GrpB2yoLvpMwUnwznKwLNHm7MViA3Y7sVuvnPUGG14pFLd8zH6hNRQWxb4drCogNf1YXagU4gwFyFNV851cit8s,1717822582,2024-06-08T04:56:22,0.000105,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,dec,-387898.5163,387898.5163,0,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,4aAnmEhVynJk1TJsAAACu3JXNg3gcQNV9wWSwfzJVKWH3gGgq9yLnsXCQLpTDGifEFn1iwyu8btCZvQiDAdExf3D,1717822346,2024-06-08T04:52:26,0.000062315,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,dec,-387898.5163,775797.0326,387898.5163,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,2sjNmPyb9r3svPTDBca8aGB8T2oSLivUqouRwDjEnUMcK9C3ii2Q1sonscRVQQ8vGWZegDqcYED59EvStCux1ont,1717822029,2024-06-08T04:47:09,0.000018343,95EXFovibtjcRx27mYXU2W6Y3JDmb3XYzxvDH6T2bL6e,inc,162504.9119,0,162504.9119,3DFU4Z2N2Uyh5KxU9xgKM2u5LsPYU7m2DVKDoPYuFvEL,Iggy Azalea's Dog,,,,
TokenChange,4hN3C2xFWDKkUvwzDEfJqFQ2kShWRYFx36PY7HKrHiBmMwTwEjR7oknocLLnLCkmKNXyWwacvMM3bKjex2CTGQ1v,1717821496,2024-06-08T04:38:16,0.000019514,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,-6510.700721,6510.700721,0,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,YDNiYuhsfFeNH4LC53PgSm4bHGcdUVjnQQZLj5ZinS2CaDdUUuFxFuEgz4jB19FKA7QqyZAvHSPcmVydf5AuSfr,1717821355,2024-06-08T04:35:55,0.000018054,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,inc,-6510.70072,13021.40144,6510.700721,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,jXGP3rcwZDQbCQdcNYNQS5Bv2jwiDexPMSEUu9HoyntwWTXp4wU29eSUDX1rtj75FdHYBbDvZJ7pUXPH41SwKWf,1717821322,2024-06-08T04:35:22,0.000026178,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,dec,-1445.317178,1445.317178,0,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,4L3DvmC16QnQmq7rXimf7r7p2ugEs16wdcATytjRNyrRXW8MTQVTckB6e3bFm6vDJREkhm2RfDVo5tFo8W1WVNvd,1717820180,2024-06-08T04:16:20,0.00001834,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,2329.134647,53891.15878,56220.29343,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,5h8cLjWGBGWN1xuqKcoDq6QGeL9VerbzC8PnYC46ysYU3ZnVcSomDBGnZevyptG1kz5aL4My5QH1npnTsKamAYLV,1717819819,2024-06-08T04:10:19,0.000006554,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,37313.59398,16577.5648,53891.15878,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,2GeJYPzd4tZ94ddN5V7znEabot6c7jwYbJUSiE9q1myM9kTmebGpzGAXfkoPmXeibUf5CYHQMd7dWchpmMjnLAk3,1717819591,2024-06-08T04:06:31,0.000021347,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,dec,-4335.951531,5781.268709,1445.317178,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,3QmFS4Fw2uJJpAgxUk2hUNiSVKo4PtN1UoMswpmeyt8VmGtPMhCXjQNB4YFgTvfGJB97LUfYotdtjVbkt13Nd5yR,1717810724,2024-06-08T01:38:44,0.000023658,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,16577.5648,0,16577.5648,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,3bjY25icSscgT4JxyoKoSghPXHQCHe1VGhEL4o5C2S6ifzzDRFCzdF3nHt7ZkcFfHxACmdVZHdFFcvPRdRGGGfA2,1717810662,2024-06-08T01:37:42,0.000018054,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,-4340.467146,17361.86859,13021.40144,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,ZGGeVAxH9qAp1MMwfwef5U8Nxk7hjT7efRa34tZkkrNQJsus5vHezzsHqur7JXAPuRNzxiuGjQqm5mshTdpG51x,1717810096,2024-06-08T01:28:16,0.000105,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,inc,573788.1865,202008.8461,775797.0326,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,5c7Ms5JgszL8aRbCkRhiDpVfre8Um2TLqF7ULPM9pADwUnShC2XGVkXX3mMJ5aT34ZzDjYpU8ZbZC4mBXTeSku93,1717810064,2024-06-08T01:27:44,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,-5787.289528,23149.15812,17361.86859,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,RmRfvtwtT8kKKC2Rh89u1ZvPSowfqwGcBwCguC5dLxqeUg7iMZSH6oeHAGDSUJJnAS4tE81TBxWrD4YcsaWqhx6,1717808212,2024-06-08T00:56:52,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,inc,12426.02752,10723.1306,23149.15812,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,25XvZrQWcPBNVYvdsYf7Z7d7B76rTfzt9MiqiFr7VjTBzM9TNjg6zqVEPHazRRkzSjY1SqUnkwnj4BZ3q44u5vPQ,1717808099,2024-06-08T00:54:59,0.000105,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,dec,-202008.8461,404017.6923,202008.8461,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,MMgh1yVQ2ukQRFAaHX2CrhRN6epBEqDRobDsP5ZnL3tAfTBga6dyHD3Suyyg8KSqpxfiq5RwFJFb7WtN7HcorbH,1717806602,2024-06-08T00:30:02,0.000105,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,inc,221491.5812,182526.1111,404017.6923,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,TXPwypvNNWdHncHYresczhqB4SfomWkyCjyV8KxkuhXQSX2gxiTmnmK3pvodhkHFstdLwtmgfWM5rpkr389VQxT,1717806566,2024-06-08T00:29:26,0.000105,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,dec,-1927.089569,7708.358278,5781.268709,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,3Cbdfu9quVKux73m98NcYYSQYL4yaL4RZ1171YyRNSmkAKqtjvJDpw7NUqnw7nE2ixQy2gnjSvHHZTRko7WT3YYS,1717806458,2024-06-08T00:27:38,0.000105,HTLeANBbrTj8Nh2SpKrdUH4wBzhzDPmd5DowPCXmarfc,inc,182526.1111,,182526.1111,BRnqHaRjvkhsvwT95Gsu4WfSPYbUW1EidK1KLpiwpump,ROOSTONBASE,,,,
TokenChange,2hnucxSMiy5EHHkjPrLftcpCrw6gahK53W3Ef1hxUb5y5YthLYXM5nb1B1K7K1zqVTmDusWXfuDhMqZ1wmFciGCR,1717806393,2024-06-08T00:26:33,0.000018054,4WhohZihRJgvJbmzcqzthbguxHs89vMjkYThPB5fhKo9,dec,-323504.1376,323504.1376,0,DajxM8bok6v9vfDfmKW1X2gBs8J229q8SXzjgGt8pump,Retarded Tristan,,,,
TokenChange,4Li8Ex4cmQTpjtKUeSWP5JQYPwLZWboEGyJxHKMJYovTceJdk1z6XEWWYd2u8avrJqRDyCXiAqEAKBty5hYcXCKp,1717805132,2024-06-08T00:05:32,0.000105,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,inc,7708.358278,0,7708.358278,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,2mnokF6p4ysM7KL9S9mzXjmm7Q7GF9STftMGqijAWMrKZSdvYE5fbVEnow6wbG7XeuHSRQa8jHTGNvwJMgAFX9ga,1717805023,2024-06-08T00:03:43,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,-10723.13059,21446.26119,10723.1306,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,3JhUxC1LddpPkNT18DjQCBYQpgbtVGorY5Z8p6tNrw22TWrQiFf3ebgBJA64Ntp8qCdsoCejVqsqPGncGV2i7VGS,1717804831,2024-06-08T00:00:31,0.000018342,4WhohZihRJgvJbmzcqzthbguxHs89vMjkYThPB5fhKo9,inc,323504.1376,0,323504.1376,DajxM8bok6v9vfDfmKW1X2gBs8J229q8SXzjgGt8pump,Retarded Tristan,,,,
TokenChange,2AYu9nbc2MdZr89QcFKsXua8XekWhe8thvVFTKMXxkhixnCCQGFnj9PDyaaJ4j9FbPHD7MniQg2tW3bREKWmgZRS,1717804612,2024-06-07T23:56:52,0.00003,EHGwPCdvFq61Bxh2Wu74877PxfjAx6wKoivcgGrGECUk,dec,-817794,817794.5405,0.540486,3P8dzgTpKqNs2JWKT6H8q1QkpbfvL8z7zEAbVsEKpump,ANDREW TATE,,,,
TokenChange,3heJAQPXQo9ouxRQtGZZWCPS77zQSYiMnqgqNErAk56WQR3HNaekRHSmDDsHrPcFosk5MQxyVS1ZQKA298o4WzWu,1717804572,2024-06-07T23:56:12,0.00003,EHGwPCdvFq61Bxh2Wu74877PxfjAx6wKoivcgGrGECUk,inc,817794.5405,,817794.5405,3P8dzgTpKqNs2JWKT6H8q1QkpbfvL8z7zEAbVsEKpump,ANDREW TATE,,,,
TokenChange,5FQ43T6jLrwgmX4GUtr13Z1oBbRgtqd1xTfLAiJiT4Rb3vdQdMNZroJvyw6E756ZRJDm9HRBQ54ED3jdpARG4bPX,1717803363,2024-06-07T23:36:03,0.00003,3VggQ7FKZ6TQbtpZsGVfnF3NTxEbQdXAB9qKoxQjHZkm,inc,3417656.042,,3417656.042,G6JABzyMc5WG9D7UdjqwSBaVyDpzzjkhQGWbaUsZpump,TATEWEFHAT,,,,
TokenChange,3V7R79kGe692c4hTLogiXJYTLsJudJdydcCcQm16MEZ4GAQY4WCqqkCDa82bqzEExbUwXVQoGFBdH6GZW8Zc7Dun,1717803248,2024-06-07T23:34:08,0.000018054,4WhohZihRJgvJbmzcqzthbguxHs89vMjkYThPB5fhKo9,dec,-436118.4441,436118.4441,0,DajxM8bok6v9vfDfmKW1X2gBs8J229q8SXzjgGt8pump,Retarded Tristan,,,,
TokenChange,2ea8FWoXGQj1yUfhKrPbrF48wgb2nshoygXZkapajvGTEXDe1m7ntcNsE5cLkayKqh6jkqr3qwfN1j4Pw1T7kRnb,1717800125,2024-06-07T22:42:05,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,11511.76605,9934.495136,21446.26119,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,5yg2YuMVc7vjFRALKuEMQUhabSd4PAbm7nKk6kCBBwGUHC5U7ryRjTXSK5uXAgNDLHrcr3L34QmhjRUaGRWTcBNg,1717800028,2024-06-07T22:40:28,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,-29743.00857,29743.00857,0,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,3kfQuuVHBS4BA1Ft2HFY37M8GnucCu8M9Hje6KBFZKuAiDJDFivu3DPzykvUDkWHyyVHGDLqnys3Bn3FeTUMPYvV,1717799940,2024-06-07T22:39:00,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,inc,9934.495136,0,9934.495136,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,2dXV8vNZ9q6NnmHB51MKv2gJRjbd6mPKaVqdJDEqc45YNjJGs5yb9ZiLEmCxBTSkHsJC65qbpnyx6m327VtS21Bt,1717799599,2024-06-07T22:33:19,0.000020886,4WhohZihRJgvJbmzcqzthbguxHs89vMjkYThPB5fhKo9,inc,436118.4441,,436118.4441,DajxM8bok6v9vfDfmKW1X2gBs8J229q8SXzjgGt8pump,Retarded Tristan,,,,
TokenChange,Zx5CG6xYbWGmn4PosPFRuafAvYXRuxsorojdMUQBuSWo5qTC1oNQbWbkDL7yur4zPRfDnb9WcgJc4kthFEDvZDb,1717799461,2024-06-07T22:31:01,0.000105,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,dec,-5472.93499,5472.93499,0,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,3F8apnAbRRASaW4FXEE8LEPHWrdoZqN4Fg9neuEKxQBsXSaG95jzbJeW7KpY6fTsBfSfAufVzMKZ6T6Fcxw2Stym,1717799217,2024-06-07T22:26:57,0.000105,p5GqQYBf6KQtinZQzXuiFnyxh1H1QATtYSsgTDp2hP9,inc,5472.93499,,5472.93499,2fUFhZyd47Mapv9wcfXh5gnQwFXtqcYu9xAN4THBpump,REAL NIGGER TATE,,,,
TokenChange,4dGdA4CxPHZdX48r7m7WqBK1CPkJ8z3ydbjuczcScPYM2CXqCZnwvJ1gNJDqF2DM15whmPgxU27x9whvhJ7gHqBT,1717799109,2024-06-07T22:25:09,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,-29743.00857,59486.01715,29743.00857,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,5QkUKvpEk6vtiJXY3Fdg4Nejh4wLNYatfQuWwXGLFKT3yYrocvpVocUn3rXWwCH99mEi7uCDChsgyGSvMwHa8nPH,1717794843,2024-06-07T21:14:03,0.00002957,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,24538.43206,34947.58509,59486.01715,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,43sw8Y11QPPEUfse87YEaqbFNgENMJi2VbEFMvrG1Z36StLauosZzJixxRGGE98dPXv9P9A36MvCs6FsFVEArM9L,1717794810,2024-06-07T21:13:30,0.000023453,4kq3UPHv9wqQ11QjQeRAVdWa7bHDZm9Vki7GheYmkfz3,dec,-94408.77252,94408.77252,0,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,macho,,,,
TokenChange,2m6pMVgYPry4LXeMKJJPvKvNc7wKQh3Kik6Kuy2HmwtYiVyatxFaU22dZXDPDX3HM6NfvjuuJahSeraqwieF9frP,1717792320,2024-06-07T20:32:00,0.000105,4kq3UPHv9wqQ11QjQeRAVdWa7bHDZm9Vki7GheYmkfz3,inc,94408.77252,0,94408.77252,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,macho,,,,
TokenChange,TANev1iCY2oHksDYk4SjCFE5KTUYL1VRfbAXci7wwe9qjU3q7c2PEZm85atgEWia4PwNurWQve9UScRJVh9M9Hp,1717792174,2024-06-07T20:29:34,0.000105,4kq3UPHv9wqQ11QjQeRAVdWa7bHDZm9Vki7GheYmkfz3,dec,-100237.0974,100237.0974,0,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,macho,,,,
TokenChange,4MFSHppnkZNsPGni1eyAsviBCNteu4LF97F3sT6hvsUZU22K9x7yavYee9pjHy6WiRLHPt1NcvQNmz9a5MNVwfsE,1717790525,2024-06-07T20:02:05,0.000105,4kq3UPHv9wqQ11QjQeRAVdWa7bHDZm9Vki7GheYmkfz3,dec,47816.58088,52420.5165,100237.0974,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,macho,,,,
TokenChange,fbSfJYZ1eJ3EMorcfYCfKQeeuQzmsigUCoCGNtRCNCsjCb6zdqq9VfdUCPXxXhepagn7ZfnTvKj8fCkGnARWB1z,1717790429,2024-06-07T20:00:29,0.000018054,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,-11649.19503,46596.78012,34947.58509,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,3BFMg1KQrMCA5JYxpYqF8s1ctri9VpVmQF5FeuDkAhwZNtA3RJvYxDyMthYv3h7NaYCeAPMGJ9mtiDcPbKnaRMpV,1717788670,2024-06-07T19:31:10,0.000105,4kq3UPHv9wqQ11QjQeRAVdWa7bHDZm9Vki7GheYmkfz3,inc,52420.5165,,52420.5165,8zFovnzXzK9JDiftGaw7wiRxARrRtvm9Lz12vJ8CZ5ZA,macho,,,,
TokenChange,3vBhGxw5zuLhzBBxALncj7qCDLX6Lu6h55Y2DjEFADke1F47gCzTvTK7Z4FDMvShgX9cfYydwyPypFCYx3MEz8DP,1717788646,2024-06-07T19:30:46,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,-15532.26004,62129.04016,46596.78012,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,4TLTmMwjegGXrUdbya8f7uJVHNhkQ7GmLR4HBtNV4veSfVPzpozvfsxpvsHSDaDTXXtbgy2N3JQQUKDfQWRr5jWY,1717787689,2024-06-07T19:14:49,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,34619.60853,27509.43163,62129.04016,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,3nb4VzpDKMySGB4MV4v3RRQ922Y7gWCo6atMJBRSL6UfBSs3r8XZtmY5f6uArYL2noUteLFZpoeFB4TnXdZ51hYX,1717787616,2024-06-07T19:13:36,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,dec,-10383.26328,10383.26328,0,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,66pjdwCwHgwQGjb12sHFE6BeVXeUVLQ1ecbGANpGtpNhJVB65GhY9PxPWkBK3xXaNeUrDPhXAe8n96qtWvs21yqx,1717786615,2024-06-07T18:56:55,0.000105,3bbySSJY2asBw7fNda5ii7Y5qFARQRqd64kKaNxpT13H,inc,10383.26328,,10383.26328,8NH3AfwkizHmbVd83SSxc2YbsFmFL4m2BeepvL6upump,TOP G,,,,
TokenChange,5iZMFRYE9BJBw7W9RsUzapZ1PJceVe2ANzvEoYenZEgZP6i3AcHeMdrnVof8qrMXtgcJSHVRw7YGWwZq1S9B7HNt,1717786265,2024-06-07T18:51:05,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,dec,-27509.43163,55018.86325,27509.43163,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,5z5Bx1SJVNJvnMoP1XSNm569qjHWT6CfnNF1mgsD7xcAhwFUwV71zT7PrhiFyGFM2n81GonvCQZuA42VZtkFJYoW,1717772079,2024-06-07T14:54:39,0.000018331,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,1583.317108,53435.54614,55018.86325,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,5WpVdWYQBGRMbEMkv1k1oZf1Zbgj7Pc4uVGPK38zR6udxH5hbGo4WW1vWerZ6dhD8PtPHDhkcTKtKvB3Ld1pXY7k,1717766969,2024-06-07T13:29:29,0.000105,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,13986.79187,39448.75427,53435.54614,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,2tS2EwQJnGkcsmCe8sqBoqzGVdhvzmcZf94rZs8JcDw9Sq4hXWpWUxEaGNoxF1PSBNypZdawkZMfXEJBkEJL5spg,1717766923,2024-06-07T13:28:43,0.000018054,9zfXSagg51xY4LLTExhcBHFWq8qXhqi8JuE2pw2PEPE8,dec,-226637.9513,226637.9513,0,2vyPCxHX72KwLo2dTCTERH9fMVz9zHb7md51cas9pump,CHINESE PEPE ,,,,
TokenChange,2eXn9zc545Qj5jSXZ3xVcks4cqpijNwcigXyKi1nmM6ZXetkfLVLReid8hNJuG26SukHvBV55BukQWJsvfBHCGqK,1717766710,2024-06-07T13:25:10,0.000018342,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,15021.86681,24426.88747,39448.75427,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,2Rcv2PNbBge86N9hD6MVkCwkQMK7gQHydX36bAeAe1k8NecorfiV8cL6A9aTuTmu81R2XChpEjTipxorDCEeSpwQ,1717766665,2024-06-07T13:24:25,0.000018054,D73EJrFaRy1pVKMB9V3UNC5togjkbyiCQkfujcSTut8o,dec,-817169.1923,817169.1923,0,FEYRcbm82kjMXP3v6vvXwk84EdDA2Zqx96zw3dUrpump,Chinese Brett,,,,
TokenChange,3iFimTsiPzt8yC7AUHxzpyCjRP1vHckr1DidSHbAxgMapdegYPu581XedQvNS8Lv3UkM2ZCrbqDAgazr5XVGoWDR,1717766299,2024-06-07T13:18:19,0.000018342,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,12895.956,11530.93146,24426.88747,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,3qbjy45BnEHrmzC2RBNog7GRAiNbetFcnKmWZ8o2C8nLWUoibYDvCqiLPYQJh3Gt3qsAHnrYK8YmeGjg7r83iAGv,1717766156,2024-06-07T13:15:56,0.000018054,3UNdfaENxjDgmgpvbRi91y1x72PgDNU3jEBSu96iYbLP,dec,-25702.78606,25702.78606,0,5Wd2ALxQfnpgQKCyH4WL9giBiiuuLuJs84CJxfQccvmN,real fast,,,,
TokenChange,3PrYuvaxAjHdYMPC3J6DqtAQhiS1DtCant4MmpqvXA8BzieSnBNGAC2wcQBA4XZiL8GrPvrQCXsYcCK1RCCoAsEm,1717764873,2024-06-07T12:54:33,0.000059678,Bpa6djTdS9iX1pLeLVYic1brVjeaExL2cDp28WqTV1Yy,inc,250,,250,AcV2T3mwLUqMiiqcsafVm35zwPQkmLrfRtaW3716Fzvi,rexwifhat,,,,
TokenChange,5CNQUfafrSdQPcPS7DKzBmCoP1cxHADunEj9GUZ9jRAwRDo2j7nRUNBt1GQhDWEuXRWsBpgZbL62CjgTDxUrV7cs,1717760551,2024-06-07T11:42:31,0.000010337,9zfXSagg51xY4LLTExhcBHFWq8qXhqi8JuE2pw2PEPE8,inc,31135.20331,195502.748,226637.9513,2vyPCxHX72KwLo2dTCTERH9fMVz9zHb7md51cas9pump,CHINESE PEPE ,,,,
TokenChange,5HHWwYtrSkk83JARoJYZpD2nqtkNQV4TcySpcdRQ2cVFih9hmJxT72ZhB5TNL46XsGnECqPY1ECtNWvmJLCQXHst,1717760484,2024-06-07T11:41:24,0.000018343,D73EJrFaRy1pVKMB9V3UNC5togjkbyiCQkfujcSTut8o,inc,355172.6304,461996.562,817169.1923,FEYRcbm82kjMXP3v6vvXwk84EdDA2Zqx96zw3dUrpump,Chinese Brett,,,,
TokenChange,4TR2dUAxVdn9j97qGS2GHgN4Aa5KZYcoZQ4hs5UPAwYKnytVoRqovUEnidu31eMQuEenMVgMq6N2BKJe9oidXYGv,1717760171,2024-06-07T11:36:11,0.000018342,D73EJrFaRy1pVKMB9V3UNC5togjkbyiCQkfujcSTut8o,inc,128323.7083,333672.8537,461996.562,FEYRcbm82kjMXP3v6vvXwk84EdDA2Zqx96zw3dUrpump,Chinese Brett,,,,
TokenChange,2aSc666RwbDXpWjYRWDwvT2EViNdWbuySGjBe1CUyEC7kqwEVYBJVLC2F45MHGS6ExqzQZbL5CkVQsxMmmd8LWA3,1717760054,2024-06-07T11:34:14,0.000018343,9jhBohhw3hCN6Xgq22EdVJhyUP87Kd214iy74gSedcdg,inc,11530.93146,0,11530.93146,62mALBEzUQWS3r8EzjnX1C2ricdTy9hkv8gs7mLtpump,Mami,,,,
TokenChange,EUn1xZ828ovqwfW3grbgzhPwby1BFbSTwc2Npn6nY5VD7aPjNuG4dibnPEZzGNkRZrjFuWRGq5nVA2mPQ4ZXSQ4,1717759985,2024-06-07T11:33:05,0.000018048,D3jnMX5UVYftAEiiyAv2Xt9k8fL2q3rx36TDs8aZEs8d,dec,-186817.5697,186817.5697,0,AbBEjBdz31yCb9gTFfWgEi7uprCzjTEKL58xqHVbbjhu,ju rugan,,,,
